,comments,score
4424,手机发烫严重，不玩游戏就看看视频手机也能到40度，玩游戏就像手里拿了个保温杯,0
4425,再也不会买三星了，最后一个了，服务真心不行，为啥卖不好你们自己找找原因吧，慢慢的套路，各式各样的套路。,0
4426,垃圾的一批，发热严重，根本用不了，千万别买，谁买谁后悔,0
4427,第一次买华为，没充电器，挺伤情怀的！,0
4428,垃圾手机，系统老是崩溃死机，玩游戏还老是断网,0
4429,不好用，第四天就开始莫名其妙的死机，开机以后还是没反应，只能看到一个指纹解锁，又等了一会又重启一下才能用，垃圾手机,1
4430,外形外观：看起来还是挺好看的，手感也还不错\n屏幕音效：2K屏幕非常清晰\n拍照效果：对拍照没什么要求，总体还是不错的\n运行速度：非常顺畅，\n待机时间：电池耐用,1
4431,为什么7天内不能退货，京东现在怎么了，是作死的前奏吗？,0
4432,新买的手机竟然有其他陌生人的隐私照片，慎重购买,0
4433,用起来卡的一批，***手机。,0
4434,好看，好用，非常不错像素也很顶，拍视频也有自身的***这个选项，都很好，虽然裸机手感是真不错，但是既然送了一个手机壳还是保护上吧,1
4435,外形外观：黑色经典，漂亮精致，大小合适，符合国人的手\n屏幕音效：音质清晰，有些超重低音，效果不错。\n拍照效果：拍照很清晰。\n运行速度：运行流畅，速度很快。还是希望华为能够用回自己的海思麒麟芯片。\n其他特色：曲面屏，第一次购置。鸿蒙系统，我之前已经把荣耀20升级到了鸿蒙系统。这次是华为自带鸿蒙系统，无需升级。支持华为，支持鸿蒙系统。期待射频芯片早日自力更生。\n待机时间：我是刚刚拿到手机，有待于使用过程一段时间，方可评价。\n购买这款手机，我是表示对孟晚舟回国的欢迎。支持华为，支持任正非先生。,1
4436,这垃圾的包装，我本来想着里面没坏就不退货了，结果刚过7天保价期第二天就降300，后面都可以保价30天了，我去！有这么坑的吗？先入手就先被坑,0
4437,手机拿到手外观很好看颜值太高了。手机性能很好，能满足日常使用需求。手机非常轻薄，持握感很好，单手操作没有压力。屏幕还是120赫兹且1080p。拍照效果更是不错，很清晰。总体是相当满意的，现在就是赏心悦目 爱不释手！哈,1
4438,最新款的iphone13用着就是流畅，手机很轻，拿在手里一点压力都没有，深色模式很好用，续航侧底告别外面找充电宝的日子了,1
4439,换了新的之后手机膜上有瑕疵，你敢信这是新的？真的服了，劣质产品，毛病真多，这4000块当做喂狗了。,0
4440,手机收到后   充电器一直不发货  或者自己去买让退个充电器价格也不行  说是没货 正在备货中  没充电器 你干嘛发手机过来  直接不卖不就行了  帮老人买的 你让她怎么充电   此处1万字差评,0
4441,手机颜值高，系统流畅，拍照很强，不玩游戏，手机温度正常，IP68防尘防水，续航也行，比我用的上一个华为手机强太多太多太多太多太多太多了，手机没问题，具体使用效果得体验一个月后再来评价，客服服务到位，快递发货也很快。,1
4442,外形外观：非常满意\n拍照效果：非常满意\n运行速度：非常不错,1
4443,到手体验十分舒适重量和厚度都能接受，塑料中框在套上手机壳之后完全无感。屏幕素质很高，系统流畅，没遇到什么bug，用起来很爽。第一次跑分均衡模式都能达到95W+。从原来的OPPO全家桶可能要逐步换成小米全家桶了。,1
4444,***稀烂，花了4000多买个手机，本来高兴的事，用了一天觉得电消耗太快了，虚心的问下，一个接一个推脱，还是第一次在京东买东西就这样，难怪现在电商也来越差了，以后宁可贵一点也不贪这小便宜,0
4445,外形外观：非常漂亮\n屏幕音效：一级棒，完美到无话可说\n拍照效果：一级棒\n运行速度：超级快\n待机时间：重度使用一天够用\n其他特色：小米12手机辨识度非常高，好看，能打还快,1
4446,是正品哦，外观包装很好，没有损坏，手感好，反应特别流畅，像素也很棒！,1
4447,这个爱国税交的值！！,0
4448,120w虚的，去他也就一般般,0
4449,拉胯，如果只是日常使用还是不错的，但如果是打游戏工作，还是别买，发热严重，而且会掉帧，卡顿，应该是还没调教好，买回来需要再等几个月再买，我到手两天已经退回了，换一台打游戏，拍照不错,0
4450,此用户未及时填写评价内容,0
4451,打开相机也是的各的各 异响！,0
4452,收到的包裹是破损的，担心手机有问题，打开一看里面包裹的很好，没有任何问题，三星的铁杆粉了，从S6开始换note8，去年又换了S21，感觉性能不如note系列，正好没注意把屏幕摔坏了，也不想修了，也不等新机了，正好现在note20 U价格合适，再怎么出新机子我觉得都能用个几年，果断入手，还是一样的好用强悍，必须赞一个,1
4453,外观墨羽看起来特别棒，手机性能也非常好，屏幕显示棒，手机运行速度快，像素还是特别好，给力！一直是红米忠实用户！,1
4454,什么都不送,0
4455,满满的廉价感，以后再不会买三星了，尤其是越南产的三星垃圾一个，京东的价格也是天天变&hellip;&hellip;,0
4456,外形外观：直面屏拿在手里很有质感，黑色很惊艳，轻薄拿着很舒服\n拍照效果：拍照清晰，从iphone12转过来的，依旧喜欢三星！\n屏幕音效：三星自家旗舰机的屏幕，素质没话说，很惊艳，加上120HZ的支持，更是惊艳,1
4457,外观非常完美，整体来说非常不错，信价比很高，运行也比较流畅，天际9000就是不一样，快到怀疑人生，屏幕显示效果惊艳。,1
4458,手机样子很好，与描述一致，已贴膜，也送了透明外壳。快递也给力，从成都发货，比预想的快。,1
4459,外形外观：美观\n屏幕音效：非常好\n拍照效果：一流\n运行速度：超快\n待机时间：满意,1
4460,这个手机比我想象中的还要完美，十分给力，值得入手。,1
4461,啥也不是，刚买价格就下，调服了呀????,0
4462,掉价太快，还好有价保一个月。说好送耳机，结果过去大半个月没一点动静，联系客服说我信息填错了。,0
4463,不好用，软件老自动断网，太不好了,0
4464,垃圾手机，超级容易发烫，动不动就非烫，而且老是容易说进水，好端端放哪儿都没有动，一充电就叫，就说进水，三星越来越垃圾,0
4465,外形外观：外观好看，颜值超级高，很喜欢\n屏幕音效：屏幕清晰，并且音效很好，立体声效果，不错\n拍照效果：拍照很好，尤其是夜里的时候，很赞\n运行速度：运行速度快，苹果系统毋庸置疑\n待机时间：待机时间长，一天一充,1
4466,新手机很好用 非常流畅 手感很好 曲面屏也很好操作 白色很好看,1
4467,外形外观：本来是想买白色的 最后还是入手了个绿色的 绿色实物颜值也很高赞一个 验证了是真机 安全下车??\n屏幕音效：屏幕是可以调色的 不喜欢偏暖的都可以设置\n拍照效果：拍照非常好看 我很喜欢 感觉人都上镜多了?\n运行速度：除了没有12的5G其他都很完美 暂时没有卡顿现象 没有突然黑屏\n待机时间：用我的习惯的话可以待机一整天没有问题 然后我的习惯也是一天充\n其他特色：还要表白升级的快充电线 真的充不到半个小时电量?已经过半这点很赞 不用漫长的等待  然后充电头要另外购买 也没有耳机配送 充电头149有点烧钱 反正用着开心就好哈,1
4468,系统选苹果 屏幕选三星 外形外观颜值还是挺高的 屏幕音效不用说很强就对了 拍照效果写实也很好 骁龙888处理器打游戏还有日常使用都足够 每个人有自己的需求 价格怎么样配置怎么样就够了。,1
4469,到货包装完好无损 快递小哥送货上门 手机外观看上去很大气     玩游戏很流畅 充电也超快,1
4470,无法完成注册，请问一下怎么回事,0
4471,待机时间：差劲，启动游戏马上发烫，耗电也快，以为京东买的手机不错，现在很后悔，但没办法7天使用期已过，退不了，请警惕购买！,0
4472,此用户未填写评价内容,0
4473,颜色真的超好看啊，超喜欢这个颜色，拍照效果也觉得特别真实，特别好看，我很喜欢用苹果相机拍照。运输速度也特别流畅丝滑，一点都没有卡顿，应该能使用很久。还有主要是这对iPhone特别执着，一出新必买啦哈哈哈,1
4474,10天左右就降了200元，哎，心情不好,0
4475,iqoo 教育优惠手... 手机学生价\n拿到手的第一印象便是背部的红蓝黑三色条纹，这也是我喜欢的宝马M系轿车的标识，和iQ007的结合，则增加了手机的辨识度。仔细观看，会发现在色带内部还有类似碳纤维的细节纹理，官方说这和宝马车胎的痕迹很像，也从侧面展现了iQOO在速度理念上的坚持。手机正面采用了一\n块6.62英寸AMOLED全面屏，中央打孔设计，带来了视觉上更好的全面屏体验。iQ007是首款搭载 OriginOS的iQOO机型，其主要特点为全新的过渡动画、华容网格、原子组件、超级卡包、行为壁纸、变形器和原子随声听等。120W快充无后顾之忧，除了骁龙888外，iQ007的另一亮点就是加入了120W FlashCharge闪充技术。实际测试，iQO07从完全没电关机时开始充电，充电10分钟就可以充入68%电量，完全充电一次只需要17分钟。对于有&ldquo;低电量恐惧症&rdquo;的用户来说，这样的充电速度完全可以解决后顾之忧。iQOO7搭载了双扬声器，顶部和底部音量保持问致，外放效果很不错，吃鸡的时候听声辨位很有用；搭载了双路线性马达，振动反馈很清脆，持全功能NFC，iQOO7屏幕素质很高，还支持」120Hz,1
